timestamp,onshore.pot.node1,onshore.pot.node2,offshore.pot.node3,offshore.pot.node4
b'2015-01-02 20:00:00+00:00',0.3575842638825261,0.5571445107185545,0,0
b'2015-01-02 21:00:00+00:00',0.3089065852722593,0.4049678273507452,0,0
b'2015-01-02 22:00:00+00:00',0.32126401418943995,0.3567758832281358,0,0
b'2015-01-02 23:00:00+00:00',0.26833534394036684,0.25043131637159366,0,0
b'2015-01-03 00:00:00+00:00',0.2145844369169829,0.15590082530160748,0,0
b'2015-01-03 01:00:00+00:00',0.16708572100310143,0.09724746359317747,0,0
b'2015-01-03 02:00:00+00:00',0.13400420893534942,0.07665458784656555,0,0
b'2015-01-03 03:00:00+00:00',0.10383095576887508,0.06204853002940607,0,0
b'2015-01-03 04:00:00+00:00',0.07655469285201914,0.059364014411941286,0,0
b'2015-01-03 05:00:00+00:00',0.05172451609238361,0.04423968605313809,0,0
b'2015-01-03 06:00:00+00:00',0.039079342681483775,0.03516615020462963,0,0
b'2015-01-03 07:00:00+00:00',0.02898619048856714,0.02865772933930294,0,0
b'2015-01-03 08:00:00+00:00',0.03600031101765369,0.02044542228020199,0,0
b'2015-01-03 09:00:00+00:00',0.059152614273763705,0.018834160457551576,0,0
b'2015-01-03 10:00:00+00:00',0.09065749444157525,0.019204037650786657,0,0
b'2015-01-03 11:00:00+00:00',0.16638669160900488,0.02423781562695402,0,0
b'2015-01-03 12:00:00+00:00',0.3033727924030941,0.07335631846825011,0,0
b'2015-01-03 13:00:00+00:00',0.5241950550056232,0.15269100478274783,0,0
b'2015-01-03 14:00:00+00:00',0.5282794385232368,0.14020157906440248,0,0
b'2015-01-03 15:00:00+00:00',0.502434983110814,0.2116639613837737,0,0
b'2015-01-03 16:00:00+00:00',0.48030161787461745,0.1759003470224802,0,0
b'2015-01-03 17:00:00+00:00',0.47714640007377496,0.2195030656830667,0,0
b'2015-01-03 18:00:00+00:00',0.5595161348974034,0.26569802031078626,0,0
b'2015-01-03 19:00:00+00:00',0.6552171976336717,0.5176382232175621,0,0
b'2015-01-03 20:00:00+00:00',0.7895335429899453,0.6967000904692084,0,0
b'2015-01-03 21:00:00+00:00',0.80526719352001,0.9544709578051549,0,0
b'2015-01-03 22:00:00+00:00',0.7793324329300754,1.0,0,0
b'2015-01-03 23:00:00+00:00',0.785658811464212,1.0,0,0
b'2015-01-04 00:00:00+00:00',0.664794132467949,1.0,0,0
b'2015-01-04 01:00:00+00:00',0.6065079819199519,1.0,0,0
b'2015-01-04 02:00:00+00:00',0.594040443160014,1.0,0,0
b'2015-01-04 03:00:00+00:00',0.6524665945703336,1.0,0,0
b'2015-01-04 04:00:00+00:00',0.6877614652654178,1.0,0,0
b'2015-01-04 05:00:00+00:00',0.7462666685461796,1.0,0,0
b'2015-01-04 06:00:00+00:00',0.8112511950395759,1.0,0,0
b'2015-01-04 07:00:00+00:00',0.8524346340608916,0.9322036340833767,0,0
b'2015-01-04 08:00:00+00:00',0.8494623538394864,0.9131592612861501,0,0
b'2015-01-04 09:00:00+00:00',0.8535172990047134,0.9732464765983532,0,0
b'2015-01-04 10:00:00+00:00',0.8821380175703306,0.9058106918078824,0,0
b'2015-01-04 11:00:00+00:00',0.8339195294777529,0.8291922857665599,0,0
b'2015-01-04 12:00:00+00:00',0.7883250842030416,0.916626654193996,0,0
b'2015-01-04 13:00:00+00:00',0.7338595740454626,0.841289024588186,0,0
b'2015-01-04 14:00:00+00:00',0.738648404935748,0.8644363126393259,0,0
b'2015-01-04 15:00:00+00:00',0.806724646487482,1.0,0,0
b'2015-01-04 16:00:00+00:00',0.8441989226556625,1.0,0,0
b'2015-01-04 17:00:00+00:00',0.8708948093553917,0.9732464765983532,0,0
b'2015-01-04 18:00:00+00:00',0.9077433274750214,1.0,0,0
b'2015-01-04 19:00:00+00:00',0.8258003757722124,1.0,0,0
b'2015-01-04 20:00:00+00:00',0.8886458676609872,0.7490014793275555,0,0
b'2015-01-04 21:00:00+00:00',0.8742834176207758,1.0,0,0
b'2015-01-04 22:00:00+00:00',0.8934315419739388,1.0,0,0
b'2015-01-04 23:00:00+00:00',0.9101869281552376,1.0,0,0
b'2015-01-05 00:00:00+00:00',0.8987232984286192,1.0,0,0
b'2015-01-05 01:00:00+00:00',0.8944234974914617,1.0,0,0
b'2015-01-05 02:00:00+00:00',0.9822809965623062,1.0,0,0
b'2015-01-05 03:00:00+00:00',0.9656960161830415,1.0,0,0
b'2015-01-05 04:00:00+00:00',0.9542155993655856,1.0,0,0
b'2015-01-05 05:00:00+00:00',0.9483261967670679,1.0,0,0
b'2015-01-05 06:00:00+00:00',0.9475930522886442,0.8381497383307128,0,0
b'2015-01-05 07:00:00+00:00',0.9527376723231623,1.0,0,0
b'2015-01-05 08:00:00+00:00',0.9643122475174021,1.0,0,0
b'2015-01-05 09:00:00+00:00',0.9684474393191715,1.0,0,0
b'2015-01-05 10:00:00+00:00',0.9670715977721308,1.0,0,0
b'2015-01-05 11:00:00+00:00',0.9465413845871993,0.8381497383307128,0,0
b'2015-01-05 12:00:00+00:00',0.9741446780670412,0.8381497383307128,0,0
b'2015-01-05 13:00:00+00:00',0.9808104622966874,1.0,0,0
b'2015-01-05 14:00:00+00:00',0.9686994881416326,1.0,0,0
b'2015-01-05 15:00:00+00:00',0.9578596653782305,1.0,0,0
b'2015-01-05 16:00:00+00:00',0.9417932344835914,1.0,0,0
b'2015-01-05 17:00:00+00:00',0.9299686484979401,1.0,0,0
b'2015-01-05 18:00:00+00:00',0.9355021268334124,1.0,0,0
b'2015-01-05 19:00:00+00:00',0.9544400598917554,1.0,0,0
b'2015-01-05 20:00:00+00:00',0.9584517980029806,1.0,0,0
b'2015-01-05 21:00:00+00:00',0.9383440461831416,0.9971309681606779,0,0
b'2015-01-05 22:00:00+00:00',0.8920925073773036,0.7698810022226366,0,0
b'2015-01-05 23:00:00+00:00',0.8344878254493205,0.5122779036650124,0,0
b'2015-01-06 00:00:00+00:00',0.7224249485373301,0.4920747395767705,0,0
b'2015-01-06 01:00:00+00:00',0.6341345466989823,0.43543283027157986,0,0
b'2015-01-06 02:00:00+00:00',0.5385840988154504,0.407904811875354,0,0
b'2015-01-06 03:00:00+00:00',0.48598938711714895,0.2871852065791978,0,0
b'2015-01-06 04:00:00+00:00',0.4348355912050925,0.1836769289741161,0,0
b'2015-01-06 05:00:00+00:00',0.3962340252059654,0.17211372115002413,0,0
b'2015-01-06 06:00:00+00:00',0.3415060565849622,0.20040412310681557,0,0
b'2015-01-06 07:00:00+00:00',0.2753185836527245,0.1869241120899543,0,0
b'2015-01-06 08:00:00+00:00',0.20954814281949904,0.10759916740059895,0,0
b'2015-01-06 09:00:00+00:00',0.1661138118934889,0.07697020817208959,0,0
b'2015-01-06 10:00:00+00:00',0.1366573793909191,0.07354620203178958,0,0
b'2015-01-06 11:00:00+00:00',0.11357153211972856,0.07051190786988636,0,0
b'2015-01-06 12:00:00+00:00',0.08992095577751799,0.0686471832690497,0,0
b'2015-01-06 13:00:00+00:00',0.07662807944207838,0.036367138531567804,0,0
b'2015-01-06 14:00:00+00:00',0.07004268635880952,0.02686342239019232,0,0
b'2015-01-06 15:00:00+00:00',0.06824858579727719,0.038166951917841196,0,0
b'2015-01-06 16:00:00+00:00',0.0750837122568411,0.03957045735108718,0,0
b'2015-01-06 17:00:00+00:00',0.09077906158689139,0.03742364293560252,0,0
b'2015-01-06 18:00:00+00:00',0.11240877613243436,0.0617189054223003,0,0
b'2015-01-06 19:00:00+00:00',0.14011618302710485,0.06796841895167882,0,0
b'2015-01-06 20:00:00+00:00',0.17166920819066525,0.056332785577915635,0,0
b'2015-01-06 21:00:00+00:00',0.20192907740449226,0.07083963304823566,0,0
b'2015-01-06 22:00:00+00:00',0.257693798001218,0.17990539919111828,0,0
b'2015-01-06 23:00:00+00:00',0.33071234174957714,0.2047985469163128,0,0
b'2015-01-07 00:00:00+00:00',0.4274479378693211,0.3662392653517821,0,0
b'2015-01-07 01:00:00+00:00',0.5246005838321869,0.6096476677369199,0,0
b'2015-01-07 02:00:00+00:00',0.5759857469303642,0.7386720140371263,0,0
b'2015-01-07 03:00:00+00:00',0.5777414910559,0.8165929960527157,0,0
b'2015-01-07 04:00:00+00:00',0.579308974990444,0.8842715041985175,0,0
b'2015-01-07 05:00:00+00:00',0.5579562007752679,1.0,0,0
b'2015-01-07 06:00:00+00:00',0.5582804705828036,1.0,0,0
b'2015-01-07 07:00:00+00:00',0.5901413493608414,1.0,0,0
b'2015-01-07 08:00:00+00:00',0.6672641458808275,0.9971309681606779,0,0
b'2015-01-07 09:00:00+00:00',0.711763198636103,1.0,0,0
b'2015-01-07 10:00:00+00:00',0.7736403159819915,1.0,0,0
b'2015-01-07 11:00:00+00:00',0.8096977596584505,1.0,0,0
b'2015-01-07 12:00:00+00:00',0.7648942106735016,1.0,0,0
b'2015-01-07 13:00:00+00:00',0.8663742116941024,1.0,0,0
b'2015-01-07 14:00:00+00:00',0.962818860611559,1.0,0,0
b'2015-01-07 15:00:00+00:00',0.9423340445436209,1.0,0,0
b'2015-01-07 16:00:00+00:00',0.9663325636344208,1.0,0,0
b'2015-01-07 17:00:00+00:00',0.9961274935354506,1.0,0,0
b'2015-01-07 18:00:00+00:00',0.9977742214222292,1.0,0,0
b'2015-01-07 19:00:00+00:00',0.9991613979176646,1.0,0,0
b'2015-01-07 20:00:00+00:00',0.9942278378584989,1.0,0,0
b'2015-01-07 21:00:00+00:00',0.9863868240486247,1.0,0,0
b'2015-01-07 22:00:00+00:00',0.9612844718918451,1.0,0,0
b'2015-01-07 23:00:00+00:00',0.9283692207339898,1.0,0,0
b'2015-01-08 00:00:00+00:00',0.8928867367537997,1.0,0,0
b'2015-01-08 01:00:00+00:00',0.807944945869645,1.0,0,0
b'2015-01-08 02:00:00+00:00',0.6947069353444426,1.0,0,0
b'2015-01-08 03:00:00+00:00',0.6047140477697477,1.0,0,0
b'2015-01-08 04:00:00+00:00',0.5358256422922659,1.0,0,0
b'2015-01-08 05:00:00+00:00',0.4781986210318934,1.0,0,0
b'2015-01-08 06:00:00+00:00',0.46128119529471895,0.9159500731358553,0,0
b'2015-01-08 07:00:00+00:00',0.4696673359505337,0.6146737807142981,0,0
b'2015-01-08 08:00:00+00:00',0.5208896576956532,0.8343250101502402,0,0
b'2015-01-08 09:00:00+00:00',0.576097195093076,0.9971309681606779,0,0
b'2015-01-08 10:00:00+00:00',0.6057979069792463,1.0,0,0
b'2015-01-08 11:00:00+00:00',0.5355190555602307,0.831594325253926,0,0
b'2015-01-08 12:00:00+00:00',0.6256647428604323,0.7592808954085047,0,0
b'2015-01-08 13:00:00+00:00',0.7192297121007786,0.7803191355613628,0,0
b'2015-01-08 14:00:00+00:00',0.6871156877007762,0.7723331315771215,0,0
b'2015-01-08 15:00:00+00:00',0.7176002789738753,0.7326007742458099,0,0
b'2015-01-08 16:00:00+00:00',0.84300107970346,0.7383926147877223,0,0
b'2015-01-08 17:00:00+00:00',0.8849380669261552,0.9971309681606779,0,0
b'2015-01-08 18:00:00+00:00',0.8054890687459912,1.0,0,0
b'2015-01-08 19:00:00+00:00',0.7581180811302026,0.9711903102967557,0,0
b'2015-01-08 20:00:00+00:00',0.7065776881995846,0.42099438458610816,0,0
b'2015-01-08 21:00:00+00:00',0.7529254543255182,0.3772597776265327,0,0
b'2015-01-08 22:00:00+00:00',0.8081108965417869,0.9711903102967557,0,0
b'2015-01-08 23:00:00+00:00',0.8594299524987427,0.8424695285458238,0,0
b'2015-01-09 00:00:00+00:00',0.8603471018692541,0.7460075268604538,0,0
b'2015-01-09 01:00:00+00:00',0.8965156319103245,0.8335064009798793,0,0
b'2015-01-09 02:00:00+00:00',0.9164330343514113,1.0,0,0
b'2015-01-09 03:00:00+00:00',0.9140843391637141,1.0,0,0
b'2015-01-09 04:00:00+00:00',0.9383806598986006,1.0,0,0
b'2015-01-09 05:00:00+00:00',0.9817529959111188,1.0,0,0
b'2015-01-09 06:00:00+00:00',0.9863521550053281,1.0,0,0
b'2015-01-09 07:00:00+00:00',0.9963239369712328,1.0,0,0
b'2015-01-09 08:00:00+00:00',0.9655513345644258,1.0,0,0
b'2015-01-09 09:00:00+00:00',0.9380982504908043,1.0,0,0
b'2015-01-09 10:00:00+00:00',0.7836377932668815,1.0,0,0
b'2015-01-09 11:00:00+00:00',0.566396394366991,1.0,0,0
b'2015-01-09 12:00:00+00:00',0.5398526626231666,1.0,0,0
b'2015-01-09 13:00:00+00:00',0.5578700748017371,1.0,0,0
b'2015-01-09 14:00:00+00:00',0.7769573646685968,1.0,0,0
b'2015-01-09 15:00:00+00:00',0.9166035078252762,1.0,0,0
b'2015-01-09 16:00:00+00:00',0.9344253540128263,1.0,0,0
b'2015-01-09 17:00:00+00:00',0.9918048004077695,1.0,0,0
b'2015-01-09 18:00:00+00:00',0.9648996132319152,1.0,0,0
b'2015-01-09 19:00:00+00:00',0.9481190770471207,1.0,0,0
b'2015-01-09 20:00:00+00:00',0.9328036647115969,1.0,0,0
b'2015-01-09 21:00:00+00:00',0.9209544553399883,0.8129606921855762,0,0
b'2015-01-09 22:00:00+00:00',0.9485935044517664,1.0,0,0
b'2015-01-09 23:00:00+00:00',0.939261701966287,1.0,0,0
b'2015-01-10 00:00:00+00:00',0.9141074202439466,1.0,0,0
b'2015-01-10 01:00:00+00:00',0.890884050723728,1.0,0,0
b'2015-01-10 02:00:00+00:00',0.8842070430817122,1.0,0,0
b'2015-01-10 03:00:00+00:00',0.7667337278508749,1.0,0,0
b'2015-01-10 04:00:00+00:00',0.5748924628146779,0.8348022112094017,0,0
b'2015-01-10 05:00:00+00:00',0.46095206038917275,0.772588577366174,0,0
b'2015-01-10 06:00:00+00:00',0.45317723049479736,0.743897985624035,0,0
b'2015-01-10 07:00:00+00:00',0.492956732856458,0.8121042504941286,0,0
b'2015-01-10 08:00:00+00:00',0.5582526476503752,1.0,0,0
b'2015-01-10 09:00:00+00:00',0.6320284330706862,1.0,0,0
b'2015-01-10 10:00:00+00:00',0.7131631240038987,1.0,0,0
b'2015-01-10 11:00:00+00:00',0.768924339111025,1.0,0,0
b'2015-01-10 12:00:00+00:00',0.7988200744627749,1.0,0,0
b'2015-01-10 13:00:00+00:00',0.7951999318634929,1.0,0,0
b'2015-01-10 14:00:00+00:00',0.7570028863440329,1.0,0,0
b'2015-01-10 15:00:00+00:00',0.7706476519107476,1.0,0,0
b'2015-01-10 16:00:00+00:00',0.8046039250509471,0.9971309681606779,0,0
b'2015-01-10 17:00:00+00:00',0.7938780665488103,1.0,0,0
b'2015-01-10 18:00:00+00:00',0.7534274335216462,1.0,0,0
b'2015-01-10 19:00:00+00:00',0.7152123519967576,1.0,0,0
b'2015-01-10 20:00:00+00:00',0.6091382575004732,0.6276837485461547,0,0
b'2015-01-10 21:00:00+00:00',0.6044627941471522,0.558890364839722,0,0
b'2015-01-10 22:00:00+00:00',0.728996010533573,0.5975451867923071,0,0
b'2015-01-10 23:00:00+00:00',0.8347335576391162,0.7899393577347841,0,0
b'2015-01-11 00:00:00+00:00',0.8590692450538627,0.9022838763863005,0,0
b'2015-01-11 01:00:00+00:00',0.8615436144569601,1.0,0,0
b'2015-01-11 02:00:00+00:00',0.8453074609700983,1.0,0,0
b'2015-01-11 03:00:00+00:00',0.8082489087464241,1.0,0,0
b'2015-01-11 04:00:00+00:00',0.7736473892987669,1.0,0,0
b'2015-01-11 05:00:00+00:00',0.7103176963300942,1.0,0,0
b'2015-01-11 06:00:00+00:00',0.6442745210500809,0.9971309681606779,0,0
b'2015-01-11 07:00:00+00:00',0.5808052715427795,0.8708624208177331,0,0
b'2015-01-11 08:00:00+00:00',0.5193720885697634,0.6520667552931785,0,0
b'2015-01-11 09:00:00+00:00',0.4744471058178131,0.47225194270632753,0,0
b'2015-01-11 10:00:00+00:00',0.4452634364883195,0.3998617118261439,0,0
b'2015-01-11 11:00:00+00:00',0.46046944621847724,0.32151361829217695,0,0
b'2015-01-11 12:00:00+00:00',0.520060291853247,0.25519279421781443,0,0
b'2015-01-11 13:00:00+00:00',0.616166231124207,0.2715507705503981,0,0
b'2015-01-11 14:00:00+00:00',0.6194593994124272,0.2342056965275171,0,0
b'2015-01-11 15:00:00+00:00',0.549442205138864,0.15593749497037504,0,0
b'2015-01-11 16:00:00+00:00',0.5905199847592766,0.2440645373398288,0,0
b'2015-01-11 17:00:00+00:00',0.6796124029766898,0.47631710153697204,0,0
b'2015-01-11 18:00:00+00:00',0.6811743470076024,0.5411166648459249,0,0
b'2015-01-11 19:00:00+00:00',0.6660494554412619,0.4409118294264768,0,0
b'2015-01-11 20:00:00+00:00',0.681824028449685,0.44270934281480007,0,0
b'2015-01-11 21:00:00+00:00',0.7065083671339809,0.6819938632916791,0,0
b'2015-01-11 22:00:00+00:00',0.7467750196084749,0.9261298488032186,0,0
b'2015-01-11 23:00:00+00:00',0.791986537061699,1.0,0,0
b'2015-01-12 00:00:00+00:00',0.8135844138717467,1.0,0,0
b'2015-01-12 01:00:00+00:00',0.8163422670247176,1.0,0,0
b'2015-01-12 02:00:00+00:00',0.8404377620916079,1.0,0,0
b'2015-01-12 03:00:00+00:00',0.8432806206769362,1.0,0,0
b'2015-01-12 04:00:00+00:00',0.8081932922627494,1.0,0,0
b'2015-01-12 05:00:00+00:00',0.7362527778144655,1.0,0,0
b'2015-01-12 06:00:00+00:00',0.6941085923881893,1.0,0,0
b'2015-01-12 07:00:00+00:00',0.6752418050415919,0.9282087976676764,0,0
b'2015-01-12 08:00:00+00:00',0.609567513246337,1.0,0,0
b'2015-01-12 09:00:00+00:00',0.5255572297869027,1.0,0,0
b'2015-01-12 10:00:00+00:00',0.4629407672270695,1.0,0,0
b'2015-01-12 11:00:00+00:00',0.4348151101799468,0.8100361492403728,0,0
b'2015-01-12 12:00:00+00:00',0.38139499370401736,0.568319921873382,0,0
b'2015-01-12 13:00:00+00:00',0.3160631667115486,0.6964814559958364,0,0
b'2015-01-12 14:00:00+00:00',0.24667720023587816,0.6199624310208527,0,0
b'2015-01-12 15:00:00+00:00',0.17927341040846395,0.5589487307355907,0,0
b'2015-01-12 16:00:00+00:00',0.14901777985258327,0.5182964307862928,0,0
b'2015-01-12 17:00:00+00:00',0.1397251105381648,0.315809698954863,0,0
b'2015-01-12 18:00:00+00:00',0.15126732542283072,0.15985262867539876,0,0
b'2015-01-12 19:00:00+00:00',0.19912698550485036,0.1125748111138883,0,0
b'2015-01-12 20:00:00+00:00',0.26226724458605555,0.11539743459388382,0,0
b'2015-01-12 21:00:00+00:00',0.34122035266964273,0.14890861642031894,0,0
b'2015-01-12 22:00:00+00:00',0.5986731078382427,0.4305736620481447,0,0
b'2015-01-12 23:00:00+00:00',0.893610484027606,0.7607746547691463,0,0
b'2015-01-13 00:00:00+00:00',0.968590494323581,1.0,0,0
b'2015-01-13 01:00:00+00:00',0.9707984552281606,1.0,0,0
b'2015-01-13 02:00:00+00:00',0.9717939768046533,1.0,0,0
b'2015-01-13 03:00:00+00:00',0.9682133866704401,1.0,0,0
b'2015-01-13 04:00:00+00:00',0.9273939086184212,1.0,0,0
b'2015-01-13 05:00:00+00:00',0.8359529743461739,0.9407002703398835,0,0
b'2015-01-13 06:00:00+00:00',0.7153383050279933,1.0,0,0
b'2015-01-13 07:00:00+00:00',0.6569797287910681,1.0,0,0
b'2015-01-13 08:00:00+00:00',0.6738171732025403,1.0,0,0
b'2015-01-13 09:00:00+00:00',0.6671495711963811,1.0,0,0
b'2015-01-13 10:00:00+00:00',0.6097014451197195,0.9951364828526642,0,0
b'2015-01-13 11:00:00+00:00',0.5097970816595826,0.970182477115733,0,0
b'2015-01-13 12:00:00+00:00',0.40215542657808506,0.7704472273652876,0,0
b'2015-01-13 13:00:00+00:00',0.32773003175022714,0.4871747056814942,0,0
b'2015-01-13 14:00:00+00:00',0.23453492972154746,0.2127658311002057,0,0
b'2015-01-13 15:00:00+00:00',0.16409577317657448,0.15112368835138265,0,0
b'2015-01-13 16:00:00+00:00',0.1352590739851782,0.14759646472124108,0,0
b'2015-01-13 17:00:00+00:00',0.11807691166886086,0.15489092989391426,0,0
b'2015-01-13 18:00:00+00:00',0.10526797033784809,0.13691346656200515,0,0
b'2015-01-13 19:00:00+00:00',0.09339844969622989,0.1213791083266641,0,0
b'2015-01-13 20:00:00+00:00',0.07909689360990498,0.09571312471226491,0,0
b'2015-01-13 21:00:00+00:00',0.07914782661760507,0.09906568346117942,0,0
b'2015-01-13 22:00:00+00:00',0.10527179556817784,0.13260507907795366,0,0
b'2015-01-13 23:00:00+00:00',0.11608427172671121,0.13943269497886596,0,0
b'2015-01-14 00:00:00+00:00',0.11711917121366151,0.12086381844499616,0,0
b'2015-01-14 01:00:00+00:00',0.11957319384243863,0.12063045596343853,0,0
b'2015-01-14 02:00:00+00:00',0.12721535255115765,0.1298712681347815,0,0
b'2015-01-14 03:00:00+00:00',0.13752861478402517,0.1088752321733865,0,0
b'2015-01-14 04:00:00+00:00',0.14733774997620677,0.09020577627822082,0,0
b'2015-01-14 05:00:00+00:00',0.15777453631182423,0.09695640019692991,0,0
b'2015-01-14 06:00:00+00:00',0.1727661859639747,0.09279561516361001,0,0
b'2015-01-14 07:00:00+00:00',0.20405427038407464,0.08589655168339316,0,0
b'2015-01-14 08:00:00+00:00',0.23305391282222448,0.09727153565153494,0,0
b'2015-01-14 09:00:00+00:00',0.24821164618538985,0.10035630378740244,0,0
b'2015-01-14 10:00:00+00:00',0.24884472248564987,0.1232193880988622,0,0
b'2015-01-14 11:00:00+00:00',0.2562403288691518,0.13775388735816987,0,0
b'2015-01-14 12:00:00+00:00',0.2472763181048567,0.12781945946940731,0,0
b'2015-01-14 13:00:00+00:00',0.2455814859274568,0.10517488957772747,0,0
b'2015-01-14 14:00:00+00:00',0.2373864440010029,0.08831311883927176,0,0
b'2015-01-14 15:00:00+00:00',0.19370121202660462,0.05947464187910214,0,0
b'2015-01-14 16:00:00+00:00',0.13078961194568697,0.03199358290475194,0,0
b'2015-01-14 17:00:00+00:00',0.09046324313295974,0.015529626287854306,0,0
b'2015-01-14 18:00:00+00:00',0.06123636920292633,0.004433101839911104,0,0
b'2015-01-14 19:00:00+00:00',0.04374266944606504,0.0035627548290128905,0,0
b'2015-01-14 20:00:00+00:00',0.02975862818688706,0.0033415616276569514,0,0
b'2015-01-14 21:00:00+00:00',0.03606738382534703,0.00817258370085164,0,0
b'2015-01-14 22:00:00+00:00',0.049610682238624026,0.012180849491272301,0,0
b'2015-01-14 23:00:00+00:00',0.06550953516760478,0.006761961720397146,0,0
b'2015-01-15 00:00:00+00:00',0.07093075224006386,0.006497138932412966,0,0
b'2015-01-15 01:00:00+00:00',0.07293379255791223,0.0023230928398454503,0,0
b'2015-01-15 02:00:00+00:00',0.08627618693352425,0.0032213776971359697,0,0
b'2015-01-15 03:00:00+00:00',0.08680266786979976,0.018168549577602625,0,0
b'2015-01-15 04:00:00+00:00',0.0783737572372534,0.06192495441043463,0,0
b'2015-01-15 05:00:00+00:00',0.08582860773564743,0.07771204899948489,0,0
b'2015-01-15 06:00:00+00:00',0.11797200181119744,0.08174904388374017,0,0
b'2015-01-15 07:00:00+00:00',0.14977822967816593,0.08426457156848532,0,0
b'2015-01-15 08:00:00+00:00',0.17878089065375324,0.1070126944071672,0,0
b'2015-01-15 09:00:00+00:00',0.18986509409835325,0.1692123914893637,0,0
b'2015-01-15 10:00:00+00:00',0.17651872006310443,0.1761779507249635,0,0
b'2015-01-15 11:00:00+00:00',0.14021353008617687,0.14588221399232712,0,0
b'2015-01-15 12:00:00+00:00',0.11847634578660528,0.12470226486304815,0,0
b'2015-01-15 13:00:00+00:00',0.12031761767088528,0.06342350564863992,0,0
b'2015-01-15 14:00:00+00:00',0.10616354271749753,0.012438268576801245,0,0
b'2015-01-15 15:00:00+00:00',0.07701753263187082,0.001189854477906353,0,0
b'2015-01-15 16:00:00+00:00',0.07495674983453199,0.0030304058909405443,0,0
b'2015-01-15 17:00:00+00:00',0.09506755172562248,0.0023230928398454503,0,0
b'2015-01-15 18:00:00+00:00',0.1276660245735397,0.0,0,0
b'2015-01-15 19:00:00+00:00',0.16229840138905086,0.019407956529137023,0,0
b'2015-01-15 20:00:00+00:00',0.20026958517725574,0.06661025960492727,0,0
