date.time,gridpv.pot.node1,gridpv.pot.node2,gridpv.pot.node3,gridpv.pot.node4
1/1/15 00:30,0.0,0.0,0.0,0.0
1/1/15 01:30,0.0,0.0,0.0,0.0
1/1/15 02:30,0.0,0.0,0.0,0.0
1/1/15 03:30,0.0,0.0,0.0,0.0
1/1/15 04:30,0.0,0.0,0.0,0.0
1/1/15 05:30,0.0,0.0,0.0,0.0
1/1/15 06:30,0.0,0.0,0.0,0.0
1/1/15 07:30,0.0,0.0,0.0,0.0
1/1/15 08:30,0.0,0.0,0.0,0.0
1/1/15 09:30,0.0,0.0,0.0,0.0
1/1/15 10:30,0.0,0.0,0.0,0.0
1/1/15 11:30,0.0,0.0,0.0,0.0
1/1/15 12:30,0.0,0.0,0.0362324105040886,0.1258474047961298
1/1/15 13:30,0.1326304329530622,0.3108408327145511,0.20883438671773,0.3424071087120662
1/1/15 14:30,0.1434611338815301,0.4945957984629761,0.5094315339289095,0.3475365916974965
1/1/15 15:30,0.2563535009392706,0.6627087098446834,0.6794880816432114,0.6835759377859163
1/1/15 16:30,0.3676875018017199,0.6784604395487406,0.5682489105353292,0.5452628462970135
1/1/15 17:30,0.4507755567470612,0.7940621972746102,0.6285823851128405,0.90707529753701
1/1/15 18:30,0.2758511717599944,0.7686083824580892,0.5756739015401429,0.7470929054117185
1/1/15 19:30,0.24758777772825,0.5735705265392946,0.8544164625029353,0.8492421999537944
1/1/15 20:30,0.2250897632264364,0.3336614552631826,0.6799072082285039,0.6622998136740764
1/1/15 21:30,0.0024739854262973,0.0,0.155665901228257,0.0
1/1/15 22:30,0.0,0.0,0.0,0.0
1/1/15 23:30,0.0,0.0,0.0,0.0
1/2/15 00:30,0.0,0.0,0.0,0.0
1/2/15 01:30,0.0,0.0,0.0,0.0
1/2/15 02:30,0.0,0.0,0.0,0.0
1/2/15 03:30,0.0,0.0,0.0,0.0
1/2/15 04:30,0.0,0.0,0.0,0.0
1/2/15 05:30,0.0,0.0,0.0,0.0
1/2/15 06:30,0.0,0.0,0.0,0.0
1/2/15 07:30,0.0,0.0,0.0,0.0
1/2/15 08:30,0.0,0.0,0.0,0.0
1/2/15 09:30,0.0,0.0,0.0,0.0
1/2/15 10:30,0.0,0.0,0.0,0.0
1/2/15 11:30,0.0,0.0,0.0,0.0
1/2/15 12:30,0.0,0.0,0.0037081080038422,0.1079792380518027
1/2/15 13:30,0.0288626698477461,0.0729466806317005,0.100266685816713,0.1337780601112145
1/2/15 14:30,0.0733581716040031,0.0579272933444384,0.0905234926682328,0.3121110999336302
1/2/15 15:30,0.0809789249355953,0.1936995076300942,0.3443944614574319,0.2910893296411919
1/2/15 16:30,0.2036731569136312,0.191174883445112,0.5234252576258976,0.236659236491729
1/2/15 17:30,0.1786773583253175,0.3695970131953859,0.4894754679535804,0.8661755398102554
1/2/15 18:30,0.1327800149617703,0.260424456642513,0.3909175306722474,0.5043283002170141
1/2/15 19:30,0.0584797452816323,0.060517827040158,0.5792846306317821,0.8003933479024833
1/2/15 20:30,0.0883889376326173,0.1387637206733811,0.3148699398164274,0.5559915093519684
1/2/15 21:30,0.051383251717571,0.0770269021785968,0.1224976099844418,0.0
1/2/15 22:30,0.0,0.0,0.0,0.0
1/2/15 23:30,0.0,0.0,0.0,0.0
1/3/15 00:30,0.0,0.0,0.0,0.0
1/3/15 01:30,0.0,0.0,0.0,0.0
1/3/15 02:30,0.0,0.0,0.0,0.0
1/3/15 03:30,0.0,0.0,0.0,0.0
1/3/15 04:30,0.0,0.0,0.0,0.0
1/3/15 05:30,0.0,0.0,0.0,0.0
1/3/15 06:30,0.0,0.0,0.0,0.0
1/3/15 07:30,0.0,0.0,0.0,0.0
1/3/15 08:30,0.0,0.0,0.0,0.0
1/3/15 09:30,0.0,0.0,0.0,0.0
1/3/15 10:30,0.0,0.0,0.0,0.0
1/3/15 11:30,0.0,0.0,0.0,0.0
